,game_id,team_id,team_abbreviation,team_city,player_id,player_name,nickname,start_position,comment,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,to,pf,pts,plus_minus
0,0022200026,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,27.000000:53,6.0,12.0,0.5,5.0,10.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,0.0,5.0,17.0,-7.0
1,0022200026,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,28.000000:47,5.0,12.0,0.417,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,10.0,-10.0
2,0022200026,1610612743,DEN,Denver,203999,Nikola Jokic,Nikola,C,,34.000000:24,7.0,13.0,0.538,1.0,2.0,0.5,11.0,11.0,1.0,3.0,9.0,12.0,10.0,0.0,0.0,5.0,4.0,26.0,-3.0
3,0022200026,1610612743,DEN,Denver,1628971,Bruce Brown,Bruce,G,,30.000000:30,8.0,10.0,0.8,3.0,4.0,0.75,1.0,2.0,0.5,0.0,1.0,1.0,5.0,1.0,0.0,3.0,2.0,20.0,-8.0
4,0022200026,1610612743,DEN,Denver,203484,Kentavious Caldwell-Pope,Kentavious,G,,32.000000:47,7.0,14.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,0.0,2.0,3.0,17.0,-10.0
5,0022200026,1610612743,DEN,Denver,1631128,Christian Braun,Christian,,,22.000000:46,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,4.0,14.0
6,0022200026,1610612743,DEN,Denver,201145,Jeff Green,Jeff,,,19.000000:04,3.0,5.0,0.6,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,10.0,14.0
7,0022200026,1610612743,DEN,Denver,1630538,Bones Hyland,Bones,,,19.000000:16,4.0,10.0,0.4,1.0,3.0,0.333,5.0,6.0,0.833,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,14.0,13.0
8,0022200026,1610612743,DEN,Denver,1628432,Davon Reed,Davon,,,10.000000:57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,14.0
9,0022200026,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,,13.000000:36,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,9.0,8.0
10,0022200026,1610612743,DEN,Denver,1628427,Vlatko Cancar,Vlatko,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
11,0022200026,1610612743,DEN,Denver,1630192,Zeke Nnaji,Zeke,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
12,0022200026,1610612743,DEN,Denver,202397,Ish Smith,Ish,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
13,0022200026,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
14,0022200026,1610612743,DEN,Denver,1631298,Jack White,Jack,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
15,0022200026,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,F,,37.000000:25,8.0,17.0,0.471,2.0,8.0,0.25,5.0,7.0,0.714,3.0,5.0,8.0,3.0,3.0,1.0,0.0,2.0,23.0,7.0
16,0022200026,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,F,,26.000000:37,4.0,6.0,0.667,1.0,3.0,0.333,4.0,4.0,1.0,0.0,3.0,3.0,9.0,2.0,2.0,1.0,6.0,13.0,11.0
17,0022200026,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,C,,18.000000:45,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0
18,0022200026,1610612744,GSW,Golden State,202691,Klay Thompson,Klay,G,,23.000000:34,6.0,14.0,0.429,4.0,10.0,0.4,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,16.0,9.0
19,0022200026,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,35.000000:55,10.0,22.0,0.455,5.0,11.0,0.455,9.0,9.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,3.0,2.0,34.0,9.0
20,0022200026,1610612744,GSW,Golden State,1629673,Jordan Poole,Jordan,,,27.000000:20,2.0,5.0,0.4,0.0,2.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,7.0,3.0,0.0,4.0,0.0,7.0,-20.0
21,0022200026,1610612744,GSW,Golden State,203210,JaMychal Green,JaMychal,,,23.000000:58,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,0.0,2.0,3.0,5.0,-10.0
22,0022200026,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,7.000000:34,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,-10.0
23,0022200026,1610612744,GSW,Golden State,1630164,James Wiseman,James,,,16.000000:12,4.0,5.0,0.8,0.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,4.0,11.0,-14.0
24,0022200026,1610612744,GSW,Golden State,1628978,Donte DiVincenzo,Donte,,,9.000000:40,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-13.0
25,0022200026,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,,13.000000:00,1.0,5.0,0.2,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0
26,0022200026,1610612744,GSW,Golden State,1631116,Patrick Baldwin,Patrick,,DND - Injury/Illness,,,,,,,,,,,,,,,,,,,,
27,0022200026,1610612744,GSW,Golden State,1631157,Ryan Rollins,Ryan,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
